"Drone mean charge";"Drone max charge";"Drone min charge";"tick"
1.0;1.0;1.0;1.0
0.9986111111111111;0.9986111111111111;0.9986111111111111;3.0
0.9958333333333333;0.9958333333333333;0.9958333333333333;5.0
0.9930555555555556;0.9930555555555556;0.9930555555555556;7.0
0.9902777777777778;0.9902777777777778;0.9902777777777778;9.0
0.9875;0.9875;0.9875;11.0
0.9847222222222223;0.9847222222222223;0.9847222222222223;13.0
0.9819444444444445;0.9819444444444445;0.9819444444444445;15.0
0.9791666666666667;0.9791666666666667;0.9791666666666667;17.0
0.976388888888889;0.976388888888889;0.976388888888889;19.0
0.9736111111111112;0.9736111111111112;0.9736111111111112;21.0
0.9708333333333334;0.9708333333333334;0.9708333333333334;23.0
0.9680555555555557;0.9680555555555557;0.9680555555555557;25.0
0.9652777777777779;0.9652777777777779;0.9652777777777779;27.0
0.9625000000000001;0.9625000000000001;0.9625000000000001;29.0
0.9597222222222224;0.9597222222222224;0.9597222222222224;31.0
0.9569444444444446;0.9569444444444446;0.9569444444444446;33.0
0.9541666666666668;0.9541666666666668;0.9541666666666668;35.0
0.9513888888888891;0.9513888888888891;0.9513888888888891;37.0
0.9486111111111113;0.9486111111111113;0.9486111111111113;39.0
0.9458333333333335;0.9458333333333335;0.9458333333333335;41.0
0.9430555555555558;0.9430555555555558;0.9430555555555558;43.0
0.940277777777778;0.940277777777778;0.940277777777778;45.0
0.9375000000000002;0.9375000000000002;0.9375000000000002;47.0
0.9347222222222225;0.9347222222222225;0.9347222222222225;49.0
0.9319444444444447;0.9319444444444447;0.9319444444444447;51.0
0.9291666666666669;0.9291666666666669;0.9291666666666669;53.0
0.9263888888888892;0.9263888888888892;0.9263888888888892;55.0
0.9236111111111114;0.9236111111111114;0.9236111111111114;57.0
0.9208333333333336;0.9208333333333336;0.9208333333333336;59.0
0.9180555555555558;0.9180555555555558;0.9180555555555558;61.0
0.9152777777777781;0.9152777777777781;0.9152777777777781;63.0
0.9125000000000003;0.9125000000000003;0.9125000000000003;65.0
0.9097222222222225;0.9097222222222225;0.9097222222222225;67.0
0.9069444444444448;0.9069444444444448;0.9069444444444448;69.0
0.904166666666667;0.904166666666667;0.904166666666667;71.0
0.9013888888888892;0.9013888888888892;0.9013888888888892;73.0
0.8986111111111115;0.8986111111111115;0.8986111111111115;75.0
0.8958333333333337;0.8958333333333337;0.8958333333333337;77.0
0.8930555555555559;0.8930555555555559;0.8930555555555559;79.0
0.8902777777777782;0.8902777777777782;0.8902777777777782;81.0
0.8875000000000004;0.8875000000000004;0.8875000000000004;83.0
0.8847222222222226;0.8847222222222226;0.8847222222222226;85.0
0.8819444444444449;0.8819444444444449;0.8819444444444449;87.0
0.8791666666666671;0.8791666666666671;0.8791666666666671;89.0
0.8763888888888893;0.8763888888888893;0.8763888888888893;91.0
0.8736111111111116;0.8736111111111116;0.8736111111111116;93.0
0.8708333333333338;0.8708333333333338;0.8708333333333338;95.0
0.868055555555556;0.868055555555556;0.868055555555556;97.0
0.8652777777777783;0.8652777777777783;0.8652777777777783;99.0
0.8625000000000005;0.8625000000000005;0.8625000000000005;101.0
0.8597222222222227;0.8597222222222227;0.8597222222222227;103.0
0.856944444444445;0.856944444444445;0.856944444444445;105.0
0.8541666666666672;0.8541666666666672;0.8541666666666672;107.0
0.8513888888888894;0.8513888888888894;0.8513888888888894;109.0
0.8486111111111116;0.8486111111111116;0.8486111111111116;111.0
0.8458333333333339;0.8458333333333339;0.8458333333333339;113.0
0.8430555555555561;0.8430555555555561;0.8430555555555561;115.0
0.8402777777777783;0.8402777777777783;0.8402777777777783;117.0
0.8375000000000006;0.8375000000000006;0.8375000000000006;119.0
0.8347222222222228;0.8347222222222228;0.8347222222222228;121.0
0.831944444444445;0.831944444444445;0.831944444444445;123.0
0.8291666666666673;0.8291666666666673;0.8291666666666673;125.0
0.8263888888888895;0.8263888888888895;0.8263888888888895;127.0
0.8236111111111117;0.8236111111111117;0.8236111111111117;129.0
0.820833333333334;0.820833333333334;0.820833333333334;131.0
0.8180555555555562;0.8180555555555562;0.8180555555555562;133.0
0.8152777777777784;0.8152777777777784;0.8152777777777784;135.0
0.8125000000000007;0.8125000000000007;0.8125000000000007;137.0
0.8097222222222229;0.8097222222222229;0.8097222222222229;139.0
0.8069444444444451;0.8069444444444451;0.8069444444444451;141.0
0.8041666666666674;0.8041666666666674;0.8041666666666674;143.0
0.8013888888888896;0.8013888888888896;0.8013888888888896;145.0
0.7986111111111118;0.7986111111111118;0.7986111111111118;147.0
0.7958333333333341;0.7958333333333341;0.7958333333333341;149.0
0.7930555555555563;0.7930555555555563;0.7930555555555563;151.0
0.7902777777777785;0.7902777777777785;0.7902777777777785;153.0
0.7875000000000008;0.7875000000000008;0.7875000000000008;155.0
0.784722222222223;0.784722222222223;0.784722222222223;157.0
0.7819444444444452;0.7819444444444452;0.7819444444444452;159.0
0.7791666666666675;0.7791666666666675;0.7791666666666675;161.0
0.7763888888888897;0.7763888888888897;0.7763888888888897;163.0
0.7736111111111119;0.7736111111111119;0.7736111111111119;165.0
0.7708333333333341;0.7708333333333341;0.7708333333333341;167.0
0.7680555555555564;0.7680555555555564;0.7680555555555564;169.0
0.7652777777777786;0.7652777777777786;0.7652777777777786;171.0
0.7625000000000008;0.7625000000000008;0.7625000000000008;173.0
0.7597222222222231;0.7597222222222231;0.7597222222222231;175.0
0.7569444444444453;0.7569444444444453;0.7569444444444453;177.0
0.7541666666666675;0.7541666666666675;0.7541666666666675;179.0
0.7513888888888898;0.7513888888888898;0.7513888888888898;181.0
0.748611111111112;0.748611111111112;0.748611111111112;183.0
0.7458333333333342;0.7458333333333342;0.7458333333333342;185.0
0.7430555555555565;0.7430555555555565;0.7430555555555565;187.0
0.7402777777777787;0.7402777777777787;0.7402777777777787;189.0
0.7375000000000009;0.7375000000000009;0.7375000000000009;191.0
0.7347222222222232;0.7347222222222232;0.7347222222222232;193.0
0.7319444444444454;0.7319444444444454;0.7319444444444454;195.0
0.7291666666666676;0.7291666666666676;0.7291666666666676;197.0
0.7263888888888899;0.7263888888888899;0.7263888888888899;199.0
0.7236111111111121;0.7236111111111121;0.7236111111111121;201.0
0.7208333333333343;0.7208333333333343;0.7208333333333343;203.0
0.7180555555555566;0.7180555555555566;0.7180555555555566;205.0
0.7152777777777788;0.7152777777777788;0.7152777777777788;207.0
0.712500000000001;0.712500000000001;0.712500000000001;209.0
0.7097222222222233;0.7097222222222233;0.7097222222222233;211.0
0.7069444444444455;0.7069444444444455;0.7069444444444455;213.0
0.7041666666666677;0.7041666666666677;0.7041666666666677;215.0
0.70138888888889;0.70138888888889;0.70138888888889;217.0
0.6986111111111122;0.6986111111111122;0.6986111111111122;219.0
0.6958333333333344;0.6958333333333344;0.6958333333333344;221.0
0.6930555555555566;0.6930555555555566;0.6930555555555566;223.0
0.6902777777777789;0.6902777777777789;0.6902777777777789;225.0
0.6875000000000011;0.6875000000000011;0.6875000000000011;227.0
0.6847222222222233;0.6847222222222233;0.6847222222222233;229.0
0.6819444444444456;0.6819444444444456;0.6819444444444456;231.0
0.6791666666666678;0.6791666666666678;0.6791666666666678;233.0
0.67638888888889;0.67638888888889;0.67638888888889;235.0
0.6736111111111123;0.6736111111111123;0.6736111111111123;237.0
0.6708333333333345;0.6708333333333345;0.6708333333333345;239.0
0.6680555555555567;0.6680555555555567;0.6680555555555567;241.0
0.665277777777779;0.665277777777779;0.665277777777779;243.0
0.6625000000000012;0.6625000000000012;0.6625000000000012;245.0
0.6597222222222234;0.6597222222222234;0.6597222222222234;247.0
0.6569444444444457;0.6569444444444457;0.6569444444444457;249.0
0.6541666666666679;0.6541666666666679;0.6541666666666679;251.0
0.6513888888888901;0.6513888888888901;0.6513888888888901;253.0
0.6486111111111124;0.6486111111111124;0.6486111111111124;255.0
0.6458333333333346;0.6458333333333346;0.6458333333333346;257.0
0.6430555555555568;0.6430555555555568;0.6430555555555568;259.0
0.6402777777777791;0.6402777777777791;0.6402777777777791;261.0
0.6375000000000013;0.6375000000000013;0.6375000000000013;263.0
0.6347222222222235;0.6347222222222235;0.6347222222222235;265.0
0.6319444444444458;0.6319444444444458;0.6319444444444458;267.0
0.629166666666668;0.629166666666668;0.629166666666668;269.0
0.6263888888888902;0.6263888888888902;0.6263888888888902;271.0
0.6236111111111124;0.6236111111111124;0.6236111111111124;273.0
0.6208333333333347;0.6208333333333347;0.6208333333333347;275.0
0.6180555555555569;0.6180555555555569;0.6180555555555569;277.0
0.6152777777777791;0.6152777777777791;0.6152777777777791;279.0
0.6125000000000014;0.6125000000000014;0.6125000000000014;281.0
0.6097222222222236;0.6097222222222236;0.6097222222222236;283.0
0.6069444444444458;0.6069444444444458;0.6069444444444458;285.0
0.6041666666666681;0.6041666666666681;0.6041666666666681;287.0
